cod pro;Razão Social;Nome Fantasia;ativo;Série do Fabricante;cod Produto;Descrição pro;Contrato;Setor;Responsável;Data Movimento;Num.OS;Observação;Envio / Retorno;Val Cobrado
1;PREMIUMBRAVO CONTABILIDADE, CONSULTORIA E RISCOS LTDA;PREMIUMBRAVO CONTABILIDADE, CONSULTORIA;1060;SPE061REV;1028;NOTEBOOK LENOVO THINKPAD E14 G1 CORE I5;2;PREMIUM;;29/08/2022;0;;Envio;259,00
1;PREMIUMBRAVO CONTABILIDADE, CONSULTORIA E RISCOS LTDA;PREMIUMBRAVO CONTABILIDADE, CONSULTORIA;1070;SPE061RVD;10212;NOTEBOOK LENOVO THINKPAD E14 G1 CORE I5;2;PREMIUM;;01/09/2022;0;;Envio;259,00
1;PREMIUMBRAVO CONTABILIDADE, CONSULTORIA E RISCOS LTDA;PREMIUMBRAVO CONTABILIDADE, CONSULTORIA;1073;SPE061RSR;10212;NOTEBOOK LENOVO THINKPAD E14 G1 CORE I5;2;PREMIUM;;01/09/2022;0;;Envio;259,00
1;PREMIUMBRAVO CONTABILIDADE, CONSULTORIA E RISCOS LTDA;PREMIUMBRAVO CONTABILIDADE, CONSULTORIA;1430;PE0A9QPG;10232;NOTEBOOK LENOVO THINKPAD T14 G2 CORE I5;2;PREMIUM;;15/05/2023;10;;Envio;0,00
1;PREMIUMBRAVO CONTABILIDADE, CONSULTORIA E RISCOS LTDA;PREMIUMBRAVO CONTABILIDADE, CONSULTORIA;1430;PE0A9QPG;10232;NOTEBOOK LENOVO THINKPAD T14 G2 CORE I5;2;PREMIUM;;02/01/2024;921;;Retorno;0,00
1;PREMIUMBRAVO CONTABILIDADE, CONSULTORIA E RISCOS LTDA;PREMIUMBRAVO CONTABILIDADE, CONSULTORIA;2642;PE08Q0AR;1022;NOTEBOOK LENOVO THINKPAD E14 G2 CORE I5;2;PREMIUM;;15/04/2024;1480;;Envio;259,00
1;PREMIUMBRAVO CONTABILIDADE, CONSULTORIA E RISCOS LTDA;PREMIUMBRAVO CONTABILIDADE, CONSULTORIA;1312;PE084TBX;1022;NOTEBOOK LENOVO THINKPAD E14 G2 CORE I5;2;PREMIUM;;20/05/2024;1742;;Envio;259,00
1;PREMIUMBRAVO CONTABILIDADE, CONSULTORIA E RISCOS LTDA;PREMIUMBRAVO CONTABILIDADE, CONSULTORIA;2808;1J5NW14;10257;NOTEBOOK DELL LATITUDE 3440 CORE I5 SSD;2;PREMIUM;;25/06/2024;2076;;Envio;259,00
1;PREMIUMBRAVO CONTABILIDADE, CONSULTORIA E RISCOS LTDA;PREMIUMBRAVO CONTABILIDADE, CONSULTORIA;1073;SPE061RSR;10212;NOTEBOOK LENOVO THINKPAD E14 G1 CORE I5;2;PREMIUM;;05/07/2024;2171;;Retorno;259,00
1;PREMIUMBRAVO CONTABILIDADE, CONSULTORIA E RISCOS LTDA;PREMIUMBRAVO CONTABILIDADE, CONSULTORIA;1060;SPE061REV;1028;NOTEBOOK LENOVO THINKPAD E14 G1 CORE I5;2;PREMIUM;;10/07/2024;2195;;Retorno;259,00
1;PREMIUMBRAVO CONTABILIDADE, CONSULTORIA E RISCOS LTDA;PREMIUMBRAVO CONTABILIDADE, CONSULTORIA;1070;SPE061RVD;10212;NOTEBOOK LENOVO THINKPAD E14 G1 CORE I5;2;PREMIUM;;19/07/2024;2263;;Retorno;259,00
1;PREMIUMBRAVO CONTABILIDADE, CONSULTORIA E RISCOS LTDA;PREMIUMBRAVO CONTABILIDADE, CONSULTORIA;1312;PE084TBX;1022;NOTEBOOK LENOVO THINKPAD E14 G2 CORE I5;2;PREMIUM;;08/08/2024;2432;;Retorno;259,00
1;PREMIUMBRAVO CONTABILIDADE, CONSULTORIA E RISCOS LTDA;PREMIUMBRAVO CONTABILIDADE, CONSULTORIA;2642;PE08Q0AR;1022;NOTEBOOK LENOVO THINKPAD E14 G2 CORE I5;2;PREMIUM;;08/08/2024;2429;;Retorno;259,00
1;PREMIUMBRAVO CONTABILIDADE, CONSULTORIA E RISCOS LTDA;PREMIUMBRAVO CONTABILIDADE, CONSULTORIA;2808;1J5NW14;10257;NOTEBOOK DELL LATITUDE 3440 CORE I5 SSD;2;PREMIUM;;08/08/2024;2430;;Retorno;259,00
1;PREMIUMBRAVO CONTABILIDADE, CONSULTORIA E RISCOS LTDA;PREMIUMBRAVO CONTABILIDADE, CONSULTORIA;4983;14DCS64;10278;NOTEBOOK DELL LATITUDE 3450 CORE I5 SSD;2;RIO DE JANEIRO;;23/12/2024;3483;;Envio;259,00
1;PREMIUMBRAVO CONTABILIDADE, CONSULTORIA E RISCOS LTDA;PREMIUMBRAVO CONTABILIDADE, CONSULTORIA;4983;14DCS64;10278;NOTEBOOK DELL LATITUDE 3450 CORE I5 SSD;2;RIO DE JANEIRO;;21/01/2025;3737;;Retorno;259,00
2;YOU.ON ENERGIA S.A;YOU.ON;ARK51782;SV301V99F;3051;MONITOR LCD LENOVO THINKVISION T23I-10 2;3;YOU.ON ENERGIA S.A;*;09/08/2022;0;;Envio;132,00
2;YOU.ON ENERGIA S.A;YOU.ON;1007;SV301VAA6;3051;MONITOR LCD LENOVO THINKVISION T23I-10 2;3;YOU.ON ENERGIA S.A;*;06/12/2022;0;;Envio;132,00
2;YOU.ON ENERGIA S.A;YOU.ON;1384;V301V9HR;3051;MONITOR LCD LENOVO THINKVISION T23I-10 2;3;YOU.ON ENERGIA S.A;*;19/01/2023;0;;Envio;132,00
2;YOU.ON ENERGIA S.A;YOU.ON;ARK240900;SVA932302;3063;MONITOR LCD LENOVO THINKVISION S24E-03 2;3;YOU.ON ENERGIA S.A;*;10/03/2023;0;;Envio;132,00
2;YOU.ON ENERGIA S.A;YOU.ON;ARK240901;SVA932303;3063;MONITOR LCD LENOVO THINKVISION S24E-03 2;3;YOU.ON ENERGIA S.A;*;10/03/2023;0;;Envio;132,00
2;YOU.ON ENERGIA S.A;YOU.ON;ARK240902;SVA932327;3063;MONITOR LCD LENOVO THINKVISION S24E-03 2;3;YOU.ON ENERGIA S.A;*;10/03/2023;0;;Envio;132,00
2;YOU.ON ENERGIA S.A;YOU.ON;ARK240903;SVA932325;3063;MONITOR LCD LENOVO THINKVISION S24E-03 2;3;YOU.ON ENERGIA S.A;*;10/03/2023;0;;Envio;132,00
2;YOU.ON ENERGIA S.A;YOU.ON;ARK240904;SVA932321;3063;MONITOR LCD LENOVO THINKVISION S24E-03 2;3;YOU.ON ENERGIA S.A;*;10/03/2023;0;;Envio;132,00
2;YOU.ON ENERGIA S.A;YOU.ON;ARK240905;SVA932300;3063;MONITOR LCD LENOVO THINKVISION S24E-03 2;3;YOU.ON ENERGIA S.A;*;10/03/2023;0;;Envio;132,00
2;YOU.ON ENERGIA S.A;YOU.ON;ARK240907;SVA931190;3063;MONITOR LCD LENOVO THINKVISION S24E-03 2;3;YOU.ON ENERGIA S.A;*;10/03/2023;0;;Envio;132,00
2;YOU.ON ENERGIA S.A;YOU.ON;ARK240908;SVA930964;3063;MONITOR LCD LENOVO THINKVISION S24E-03 2;3;YOU.ON ENERGIA S.A;*;10/03/2023;0;;Envio;132,00
2;YOU.ON ENERGIA S.A;YOU.ON;ARK240909;SVA932251;3063;MONITOR LCD LENOVO THINKVISION S24E-03 2;3;YOU.ON ENERGIA S.A;*;10/03/2023;0;;Envio;132,00
2;YOU.ON ENERGIA S.A;YOU.ON;ARK240910;SVA932301;3063;MONITOR LCD LENOVO THINKVISION S24E-03 2;3;YOU.ON ENERGIA S.A;*;10/03/2023;0;;Envio;132,00
2;YOU.ON ENERGIA S.A;YOU.ON;ARK240911;SVA931174;3063;MONITOR LCD LENOVO THINKVISION S24E-03 2;3;YOU.ON ENERGIA S.A;*;10/03/2023;0;;Envio;132,00
2;YOU.ON ENERGIA S.A;YOU.ON;ARK240912;SVA932247;3063;MONITOR LCD LENOVO THINKVISION S24E-03 2;3;YOU.ON ENERGIA S.A;*;10/03/2023;0;;Envio;132,00
2;YOU.ON ENERGIA S.A;YOU.ON;1008;SV301V9VT;3051;MONITOR LCD LENOVO THINKVISION T23I-10 2;3;YOU.ON ENERGIA S.A;*;13/06/2023;106;;Envio;132,00
2;YOU.ON ENERGIA S.A;YOU.ON;ARK55446;SV301R0CW;3051;MONITOR LCD LENOVO THINKVISION T23I-10 2;3;YOU.ON ENERGIA S.A;*;13/06/2023;106;;Envio;132,00
2;YOU.ON ENERGIA S.A;YOU.ON;ARK020;SV301V94M;3051;MONITOR LCD LENOVO THINKVISION T23I-10 2;3;YOU.ON ENERGIA S.A;*;07/07/2023;192;;Envio;132,00
2;YOU.ON ENERGIA S.A;YOU.ON;1384;V301V9HR;3051;MONITOR LCD LENOVO THINKVISION T23I-10 2;3;YOU.ON ENERGIA S.A;*;26/09/2023;544;;Retorno;132,00
2;YOU.ON ENERGIA S.A;YOU.ON;ARK240909;SVA932251;3063;MONITOR LCD LENOVO THINKVISION S24E-03 2;3;YOU.ON ENERGIA S.A;*;26/09/2023;544;;Retorno;132,00
2;YOU.ON ENERGIA S.A;YOU.ON;ARK240912;SVA932247;3063;MONITOR LCD LENOVO THINKVISION S24E-03 2;3;YOU.ON ENERGIA S.A;*;26/09/2023;544;;Retorno;132,00
2;YOU.ON ENERGIA S.A;YOU.ON;ARK091;V301RA5L;3051;MONITOR LCD LENOVO THINKVISION T23I-10 2;3;YOU.ON ENERGIA S.A;*;12/01/2024;961;;Envio;132,00
2;YOU.ON ENERGIA S.A;YOU.ON;ARK095;V301RA09;3051;MONITOR LCD LENOVO THINKVISION T23I-10 2;3;YOU.ON ENERGIA S.A;*;12/01/2024;961;;Envio;132,00
2;YOU.ON ENERGIA S.A;YOU.ON;ARK240909;SVA932251;3063;MONITOR LCD LENOVO THINKVISION S24E-03 2;3;YOU.ON ENERGIA S.A;*;06/02/2024;1086;;Envio;132,00
2;YOU.ON ENERGIA S.A;YOU.ON;ARK240912;SVA932247;3063;MONITOR LCD LENOVO THINKVISION S24E-03 2;3;YOU.ON ENERGIA S.A;*;12/03/2024;1262;;Envio;132,00
2;YOU.ON ENERGIA S.A;YOU.ON;ARK241539;Y522HX5TB00552V;3064;MONITOR LCD SAMSUNG  F24T450FQL 24 POL -;3;YOU.ON ENERGIA S.A;;15/03/2024;1293;;Envio;132,00
2;YOU.ON ENERGIA S.A;YOU.ON;1384;V301V9HR;3051;MONITOR LCD LENOVO THINKVISION T23I-10 2;3;YOU.ON ENERGIA S.A;*;27/03/2024;1372;;Envio;132,00
2;YOU.ON ENERGIA S.A;YOU.ON;2740;1S61ABMAR1USV301PY28;3051;MONITOR LCD LENOVO THINKVISION T23I-10 2;3;YOU.ON ENERGIA S.A;*;20/05/2024;1764;;Envio;132,00
2;YOU.ON ENERGIA S.A;YOU.ON;2546;SVA952818;3063;MONITOR LCD LENOVO THINKVISION S24E-03 2;3;YOU.ON ENERGIA S.A;*;28/05/2024;1837;;Envio;132,00
2;YOU.ON ENERGIA S.A;YOU.ON;3449;SVAA73973;3063;MONITOR LCD LENOVO THINKVISION S24E-03 2;3;YOU.ON ENERGIA S.A;*;28/05/2024;1837;;Envio;132,00
2;YOU.ON ENERGIA S.A;YOU.ON;1295;V301PR5D;3051;MONITOR LCD LENOVO THINKVISION T23I-10 2;3;YOU.ON ENERGIA S.A;*;20/06/2024;2035;;Envio;132,00
2;YOU.ON ENERGIA S.A;YOU.ON;4423;189O2XA005934;3044;MONITOR AOC 21.5 22P2UM;3;YOU.ON ENERGIA S.A;;26/07/2024;2324;;Envio;95,00
2;YOU.ON ENERGIA S.A;YOU.ON;4424;189O2XA005957;3044;MONITOR AOC 21.5 22P2UM;3;YOU.ON ENERGIA S.A;;26/07/2024;2324;;Envio;95,00
2;YOU.ON ENERGIA S.A;YOU.ON;4425;189O2XA005941;3044;MONITOR AOC 21.5 22P2UM;3;YOU.ON ENERGIA S.A;;26/07/2024;2324;;Envio;95,00
2;YOU.ON ENERGIA S.A;YOU.ON;4426;189O2XA005937;3044;MONITOR AOC 21.5 22P2UM;3;YOU.ON ENERGIA S.A;;26/07/2024;2324;;Envio;95,00
2;YOU.ON ENERGIA S.A;YOU.ON;4427;189O2XA006005;3044;MONITOR AOC 21.5 22P2UM;3;YOU.ON ENERGIA S.A;;26/07/2024;2324;;Envio;95,00
2;YOU.ON ENERGIA S.A;YOU.ON;4491;86WMXT3;3067;MONITOR DELL 24 P2422H;3;YOU.ON ENERGIA S.A;;06/08/2024;2406;;Envio;132,00
2;YOU.ON ENERGIA S.A;YOU.ON;2367;VAA94340;1074;MONITOR LCD LENOVO THINKVISION  21,5 T22;3;YOU.ON ENERGIA S.A;;22/08/2024;2547;;Envio;95,00
2;YOU.ON ENERGIA S.A;YOU.ON;4562;SV301R0W6;3051;MONITOR LCD LENOVO THINKVISION T23I-10 2;3;YOU.ON ENERGIA S.A;*;22/08/2024;2547;;Envio;132,00
2;YOU.ON ENERGIA S.A;YOU.ON;4622;189O3XA001588;3044;MONITOR AOC 21.5 22P2UM;3;YOU.ON ENERGIA S.A;;03/09/2024;0;;Envio;95,00
2;YOU.ON ENERGIA S.A;YOU.ON;4622;189O3XA001588;3044;MONITOR AOC 21.5 22P2UM;3;YOU.ON ENERGIA S.A;;03/09/2024;0;;Retorno;95,00
2;YOU.ON ENERGIA S.A;YOU.ON;4623;189O2XA004386;3044;MONITOR AOC 21.5 22P2UM;3;YOU.ON ENERGIA S.A;;03/09/2024;0;;Envio;95,00
2;YOU.ON ENERGIA S.A;YOU.ON;4623;189O2XA004386;3044;MONITOR AOC 21.5 22P2UM;3;YOU.ON ENERGIA S.A;;03/09/2024;0;;Retorno;95,00
2;YOU.ON ENERGIA S.A;YOU.ON;4622;189O3XA001588;3044;MONITOR AOC 21.5 22P2UM;3;YOU.ON ENERGIA S.A;;04/09/2024;2641;;Envio;95,00
2;YOU.ON ENERGIA S.A;YOU.ON;4623;189O2XA004386;3044;MONITOR AOC 21.5 22P2UM;3;YOU.ON ENERGIA S.A;;04/09/2024;2641;;Envio;95,00
2;YOU.ON ENERGIA S.A;YOU.ON;4624;189O2XA002283;3044;MONITOR AOC 21.5 22P2UM;3;YOU.ON ENERGIA S.A;;10/09/2024;2707;;Envio;95,00
2;YOU.ON ENERGIA S.A;YOU.ON;4513;4PTK914;3072;MONITOR DELL 27 P2723QE 4K;3;YOU.ON ENERGIA S.A;;13/09/2024;2739;;Envio;315,00
2;YOU.ON ENERGIA S.A;YOU.ON;4764;SVAA89338;1074;MONITOR LCD LENOVO THINKVISION  21,5 T22;3;YOU.ON ENERGIA S.A;;20/09/2024;2799;;Envio;95,00
2;YOU.ON ENERGIA S.A;YOU.ON;4765;SVAA89288;1074;MONITOR LCD LENOVO THINKVISION  21,5 T22;3;YOU.ON ENERGIA S.A;;20/09/2024;2799;;Envio;95,00
2;YOU.ON ENERGIA S.A;YOU.ON;4766;SVAA89305;1074;MONITOR LCD LENOVO THINKVISION  21,5 T22;3;YOU.ON ENERGIA S.A;;20/09/2024;2799;;Envio;95,00
2;YOU.ON ENERGIA S.A;YOU.ON;4767;SVAA88833;1074;MONITOR LCD LENOVO THINKVISION  21,5 T22;3;YOU.ON ENERGIA S.A;;20/09/2024;2799;;Envio;95,00
2;YOU.ON ENERGIA S.A;YOU.ON;4768;SVAA88865;1074;MONITOR LCD LENOVO THINKVISION  21,5 T22;3;YOU.ON ENERGIA S.A;;20/09/2024;2799;;Envio;95,00
2;YOU.ON ENERGIA S.A;YOU.ON;4769;VAB63066;3070;MONITOR LCD LENOVO THINKVISION T24I30 23;3;YOU.ON ENERGIA S.A;;20/09/2024;2799;;Envio;132,00
2;YOU.ON ENERGIA S.A;YOU.ON;4770;VAB63257;3070;MONITOR LCD LENOVO THINKVISION T24I30 23;3;YOU.ON ENERGIA S.A;;20/09/2024;2799;;Envio;132,00
2;YOU.ON ENERGIA S.A;YOU.ON;4771;VAB63255;3070;MONITOR LCD LENOVO THINKVISION T24I30 23;3;YOU.ON ENERGIA S.A;;20/09/2024;2799;;Envio;132,00
2;YOU.ON ENERGIA S.A;YOU.ON;4772;VAB62071;3070;MONITOR LCD LENOVO THINKVISION T24I30 23;3;YOU.ON ENERGIA S.A;;20/09/2024;2799;;Envio;132,00
2;YOU.ON ENERGIA S.A;YOU.ON;4774;VAB62121;3070;MONITOR LCD LENOVO THINKVISION T24I30 23;3;YOU.ON ENERGIA S.A;;20/09/2024;2799;;Envio;132,00
2;YOU.ON ENERGIA S.A;YOU.ON;4423;189O2XA005934;3044;MONITOR AOC 21.5 22P2UM;3;YOU.ON ENERGIA S.A;;25/09/2024;2837;;Retorno;95,00
2;YOU.ON ENERGIA S.A;YOU.ON;4424;189O2XA005957;3044;MONITOR AOC 21.5 22P2UM;3;YOU.ON ENERGIA S.A;;25/09/2024;2837;;Retorno;95,00
2;YOU.ON ENERGIA S.A;YOU.ON;4425;189O2XA005941;3044;MONITOR AOC 21.5 22P2UM;3;YOU.ON ENERGIA S.A;;25/09/2024;2837;;Retorno;95,00
2;YOU.ON ENERGIA S.A;YOU.ON;4426;189O2XA005937;3044;MONITOR AOC 21.5 22P2UM;3;YOU.ON ENERGIA S.A;;25/09/2024;2837;;Retorno;95,00
2;YOU.ON ENERGIA S.A;YOU.ON;4427;189O2XA006005;3044;MONITOR AOC 21.5 22P2UM;3;YOU.ON ENERGIA S.A;;25/09/2024;2837;;Retorno;95,00
2;YOU.ON ENERGIA S.A;YOU.ON;4491;86WMXT3;3067;MONITOR DELL 24 P2422H;3;YOU.ON ENERGIA S.A;;25/09/2024;2837;;Retorno;132,00
2;YOU.ON ENERGIA S.A;YOU.ON;4622;189O3XA001588;3044;MONITOR AOC 21.5 22P2UM;3;YOU.ON ENERGIA S.A;;25/09/2024;2837;;Retorno;95,00
2;YOU.ON ENERGIA S.A;YOU.ON;4623;189O2XA004386;3044;MONITOR AOC 21.5 22P2UM;3;YOU.ON ENERGIA S.A;;25/09/2024;2837;;Retorno;95,00
2;YOU.ON ENERGIA S.A;YOU.ON;4624;189O2XA002283;3044;MONITOR AOC 21.5 22P2UM;3;YOU.ON ENERGIA S.A;;25/09/2024;2837;;Retorno;95,00
2;YOU.ON ENERGIA S.A;YOU.ON;ARK241539;Y522HX5TB00552V;3064;MONITOR LCD SAMSUNG  F24T450FQL 24 POL -;3;YOU.ON ENERGIA S.A;;25/09/2024;2837;;Retorno;132,00
2;YOU.ON ENERGIA S.A;YOU.ON;4626;189O3XA000672;3044;MONITOR AOC 21.5 22P2UM;3;YOU.ON ENERGIA S.A;;28/10/2024;3077;;Envio;95,00
2;YOU.ON ENERGIA S.A;YOU.ON;4491;86WMXT3;3067;MONITOR DELL 24 P2422H;3;YOU.ON ENERGIA S.A;;29/10/2024;3102;;Envio;132,00
2;YOU.ON ENERGIA S.A;YOU.ON;ARK063;PE099JN3;1022;NOTEBOOK LENOVO THINKPAD E14 G2 CORE I5;4;YOU.ON ENERGIA S.A;*;14/07/2022;0;;Envio;323,75
2;YOU.ON ENERGIA S.A;YOU.ON;1143;PE09ENA3;1022;NOTEBOOK LENOVO THINKPAD E14 G2 CORE I5;4;YOU.ON ENERGIA S.A;*;29/09/2022;0;;Envio;323,75
2;YOU.ON ENERGIA S.A;YOU.ON;1144;PE09ENAT;1025;NOTEBOOK LENOVO THINKPAD E14 G2 CORE I5;4;YOU.ON ENERGIA S.A;;29/09/2022;0;;Envio;323,75
2;YOU.ON ENERGIA S.A;YOU.ON;1145;PE09ENBR;1022;NOTEBOOK LENOVO THINKPAD E14 G2 CORE I5;4;YOU.ON ENERGIA S.A;*;29/09/2022;0;;Envio;323,75
2;YOU.ON ENERGIA S.A;YOU.ON;1248;PE09ENJR;1022;NOTEBOOK LENOVO THINKPAD E14 G2 CORE I5;4;YOU.ON ENERGIA S.A;*;31/10/2022;0;;Envio;323,75
2;YOU.ON ENERGIA S.A;YOU.ON;1284;PE09ENLH;1022;NOTEBOOK LENOVO THINKPAD E14 G2 CORE I5;4;YOU.ON ENERGIA S.A;*;24/11/2022;0;;Envio;323,75
2;YOU.ON ENERGIA S.A;YOU.ON;1071;H8145G3;1035;NOTEBOOK DELL VOSTRO 5402 CORE I7 SSD512;4;YOU.ON ENERGIA S.A;*;08/12/2022;0;;Envio;351,00
2;YOU.ON ENERGIA S.A;YOU.ON;1272;PE09ENGX;1022;NOTEBOOK LENOVO THINKPAD E14 G2 CORE I5;4;YOU.ON ENERGIA S.A;*;08/12/2022;0;;Envio;323,75
2;YOU.ON ENERGIA S.A;YOU.ON;1274;PE09ENK6;1022;NOTEBOOK LENOVO THINKPAD E14 G2 CORE I5;4;YOU.ON ENERGIA S.A;*;08/12/2022;0;;Envio;323,75
2;YOU.ON ENERGIA S.A;YOU.ON;1276;PE09EP64;1022;NOTEBOOK LENOVO THINKPAD E14 G2 CORE I5;4;YOU.ON ENERGIA S.A;*;08/12/2022;0;;Envio;323,75
2;YOU.ON ENERGIA S.A;YOU.ON;1277;PE09ENEH;1022;NOTEBOOK LENOVO THINKPAD E14 G2 CORE I5;4;YOU.ON ENERGIA S.A;*;08/12/2022;0;;Envio;323,75
2;YOU.ON ENERGIA S.A;YOU.ON;1286;PE09EPJZ;1022;NOTEBOOK LENOVO THINKPAD E14 G2 CORE I5;4;YOU.ON ENERGIA S.A;*;08/12/2022;0;;Envio;323,75
2;YOU.ON ENERGIA S.A;YOU.ON;1287;PE09ENGE;1022;NOTEBOOK LENOVO THINKPAD E14 G2 CORE I5;4;YOU.ON ENERGIA S.A;*;08/12/2022;0;;Envio;323,75
2;YOU.ON ENERGIA S.A;YOU.ON;1308;1308;1022;NOTEBOOK LENOVO THINKPAD E14 G2 CORE I5;4;YOU.ON ENERGIA S.A;*;02/02/2023;0;;Envio;323,75
2;YOU.ON ENERGIA S.A;YOU.ON;1091;PE0A78HS;1031;NOTEBOOK LENOVO THINKPAD E14 G2 CORE I7;4;YOU.ON ENERGIA S.A;*;15/02/2023;0;;Envio;351,00
2;YOU.ON ENERGIA S.A;YOU.ON;1041;PE07CE2V;1022;NOTEBOOK LENOVO THINKPAD E14 G2 CORE I5;4;YOU.ON ENERGIA S.A;*;01/03/2023;0;;Retorno;323,75
2;YOU.ON ENERGIA S.A;YOU.ON;1406;1SLH4K3;1036;NOTEBOOK DELL LATITUDE 5420 CORE I7 SSD;4;YOU.ON ENERGIA S.A;*;02/05/2023;0;;Envio;415,00
2;YOU.ON ENERGIA S.A;YOU.ON;1041;PE07CE2V;1022;NOTEBOOK LENOVO THINKPAD E14 G2 CORE I5;4;YOU.ON ENERGIA S.A;*;04/05/2023;0;;Envio;323,75
2;YOU.ON ENERGIA S.A;YOU.ON;1041;PE07CE2V;1022;NOTEBOOK LENOVO THINKPAD E14 G2 CORE I5;4;YOU.ON ENERGIA S.A;*;09/05/2023;1;;Envio;323,75
2;YOU.ON ENERGIA S.A;YOU.ON;1251;PE09EP9M;1022;NOTEBOOK LENOVO THINKPAD E14 G2 CORE I5;4;YOU.ON ENERGIA S.A;*;15/05/2023;15;;Envio;323,75
2;YOU.ON ENERGIA S.A;YOU.ON;1246;PE09EP8X;1025;NOTEBOOK LENOVO THINKPAD E14 G2 CORE I5;4;YOU.ON ENERGIA S.A;;25/05/2023;64;;Envio;323,75
2;YOU.ON ENERGIA S.A;YOU.ON;1279;PE09EP8K;1022;NOTEBOOK LENOVO THINKPAD E14 G2 CORE I5;4;YOU.ON ENERGIA S.A;*;06/06/2023;93;;Envio;323,75
2;YOU.ON ENERGIA S.A;YOU.ON;1281;PE09EP8Y;1022;NOTEBOOK LENOVO THINKPAD E14 G2 CORE I5;4;YOU.ON ENERGIA S.A;*;06/06/2023;93;;Envio;323,75
2;YOU.ON ENERGIA S.A;YOU.ON;1198;PE09ENHP;1022;NOTEBOOK LENOVO THINKPAD E14 G2 CORE I5;4;YOU.ON ENERGIA S.A;*;13/06/2023;104;;Envio;323,75
2;YOU.ON ENERGIA S.A;YOU.ON;1227;PE09ENJS;1022;NOTEBOOK LENOVO THINKPAD E14 G2 CORE I5;4;YOU.ON ENERGIA S.A;*;13/06/2023;104;;Envio;323,75
2;YOU.ON ENERGIA S.A;YOU.ON;1249;PE09EP8J;1022;NOTEBOOK LENOVO THINKPAD E14 G2 CORE I5;4;YOU.ON ENERGIA S.A;*;13/06/2023;104;;Envio;323,75
2;YOU.ON ENERGIA S.A;YOU.ON;1255;PE09EP7Z;1022;NOTEBOOK LENOVO THINKPAD E14 G2 CORE I5;4;YOU.ON ENERGIA S.A;*;13/06/2023;104;;Envio;323,75
2;YOU.ON ENERGIA S.A;YOU.ON;1256;PE09EP97;1022;NOTEBOOK LENOVO THINKPAD E14 G2 CORE I5;4;YOU.ON ENERGIA S.A;*;13/06/2023;104;;Envio;323,75
2;YOU.ON ENERGIA S.A;YOU.ON;1258;PE09EP8R;1022;NOTEBOOK LENOVO THINKPAD E14 G2 CORE I5;4;YOU.ON ENERGIA S.A;*;13/06/2023;104;;Envio;323,75
2;YOU.ON ENERGIA S.A;YOU.ON;1259;PE09EP9H;1022;NOTEBOOK LENOVO THINKPAD E14 G2 CORE I5;4;YOU.ON ENERGIA S.A;*;13/06/2023;104;;Envio;323,75
2;YOU.ON ENERGIA S.A;YOU.ON;ARK053;157808;1022;NOTEBOOK LENOVO THINKPAD E14 G2 CORE I5;4;YOU.ON ENERGIA S.A;*;13/06/2023;107;;Envio;323,75
2;YOU.ON ENERGIA S.A;YOU.ON;1258;PE09EP8R;1022;NOTEBOOK LENOVO THINKPAD E14 G2 CORE I5;4;YOU.ON ENERGIA S.A;*;15/06/2023;138;;Retorno;323,75
2;YOU.ON ENERGIA S.A;YOU.ON;1727;PE0AW02B;10318;NOTEBOOK LENOVO THINKPAD L14 CORE I7 SSD;4;YOU.ON ENERGIA S.A;;11/07/2023;215;;Envio;351,00
2;YOU.ON ENERGIA S.A;YOU.ON;1258;PE09EP8R;1022;NOTEBOOK LENOVO THINKPAD E14 G2 CORE I5;4;YOU.ON ENERGIA S.A;*;17/07/2023;235;;Envio;323,75
2;YOU.ON ENERGIA S.A;YOU.ON;1259;PE09EP9H;1022;NOTEBOOK LENOVO THINKPAD E14 G2 CORE I5;4;YOU.ON ENERGIA S.A;*;02/08/2023;332;;Retorno;323,75
2;YOU.ON ENERGIA S.A;YOU.ON;1197;PE09ENJK;1022;NOTEBOOK LENOVO THINKPAD E14 G2 CORE I5;4;YOU.ON ENERGIA S.A;*;15/08/2023;350;;Envio;323,75
2;YOU.ON ENERGIA S.A;YOU.ON;1209;PE09ENHF;1022;NOTEBOOK LENOVO THINKPAD E14 G2 CORE I5;4;YOU.ON ENERGIA S.A;*;04/09/2023;431;;Envio;323,75
2;YOU.ON ENERGIA S.A;YOU.ON;1983;G70JGR3;10314;NOTEBOOK DELL LATITUDE 3420 CORE I7 SSD;4;YOU.ON ENERGIA S.A;;18/09/2023;497;;Envio;351,00
2;YOU.ON ENERGIA S.A;YOU.ON;1209;PE09ENHF;1022;NOTEBOOK LENOVO THINKPAD E14 G2 CORE I5;4;YOU.ON ENERGIA S.A;*;26/09/2023;530;;Retorno;323,75
2;YOU.ON ENERGIA S.A;YOU.ON;1287;PE09ENGE;1022;NOTEBOOK LENOVO THINKPAD E14 G2 CORE I5;4;YOU.ON ENERGIA S.A;*;26/09/2023;530;;Retorno;323,75
2;YOU.ON ENERGIA S.A;YOU.ON;1287;PE09ENGE;1022;NOTEBOOK LENOVO THINKPAD E14 G2 CORE I5;4;YOU.ON ENERGIA S.A;*;27/09/2023;537;;Envio;323,75
2;YOU.ON ENERGIA S.A;YOU.ON;1906;B77H4Y3;10316;NOTEBOOK DELL LATITUDE 3420 CORE I7 SSD;4;YOU.ON ENERGIA S.A;;27/09/2023;534;;Envio;351,00
